workclass,race,sex,hours-per-week,native-country,label,age-range,educationDegree
Private,White,Male,21-40,NC-Non-Hisp-White,<=50K,30-45,PostMaster
Private,White,Male,21-40,NC-White,>50K,45-60,Assoc
Private,White,Female,41-60,NC-White,<=50K,45-60,HS-College
Private,White,Female,21-40,NC-White,<=50K,60-75,HS-College
Private,White,Female,41-60,NC-White,<=50K,30-45,Bach
Private,Other,Female,41-60,NC-Hispanic,<=50K,15-30,HS-College
Self-emp-not-inc,White,Male,41-60,NC-White,<=50K,45-60,Assoc
Private,White,Male,41-60,NC-White,>50K,30-45,Bach
Federal-gov,White,Female,21-40,NC-White,<=50K,60-75,Mast
Private,White,Female,21-40,NC-White,<=50K,30-45,HS-College
Self-emp-not-inc,White,Male,41-60,NC-White,>50K,45-60,HS-College
Private,White,Male,41-60,NC-White,>50K,30-45,Assoc
Self-emp-not-inc,White,Male,41-60,NC-White,<=50K,30-45,HS-College
Private,White,Female,41-60,NC-White,<=50K,15-30,Assoc
Self-emp-inc,White,Male,21-40,NC-White,>50K,30-45,Assoc
State-gov,White,Male,21-40,NC-White,>50K,45-60,PostMaster
1,White,Female,0-20,NC-White,<=50K,15-30,Assoc
Federal-gov,White,Male,21-40,NC-White,>50K,30-45,HS-College
Private,White,Male,21-40,NC-White,<=50K,45-60,Assoc
Self-emp-inc,White,Male,41-60,NC-White,>50K,45-60,PostMaster
Private,White,Male,41-60,NC-White,>50K,30-45,Assoc
Private,White,Male,21-40,NC-White,<=50K,45-60,Bach
Private,White,Female,21-40,NC-White,<=50K,15-30,Assoc
Federal-gov,White,Male,21-40,NC-White,>50K,45-60,Assoc
Self-emp-not-inc,Asian-Pac-Islander,Male,41-60,NC-White,>50K,30-45,Mast
Local-gov,White,Female,41-60,NC-White,<=50K,30-45,HS-College
Private,White,Female,21-40,NC-White,<=50K,30-45,HS-College
Private,White,Male,41-60,NC-Non-Hisp-White,<=50K,15-30,HS-College
Self-emp-not-inc,White,Male,61-80,NC-White,>50K,45-60,Bach
Private,White,Male,21-40,NC-White,<=50K,15-30,Mast
Self-emp-not-inc,White,Female,41-60,NC-White,<=50K,45-60,Mast
Private,White,Female,21-40,NC-White,<=50K,15-30,Bach
Private,White,Female,21-40,NC-White,<=50K,30-45,HS-College
Private,White,Female,21-40,NC-White,<=50K,15-30,MiddleSchool
Local-gov,Amer-Indian-Eskimo,Female,21-40,NC-White,<=50K,30-45,Assoc
Private,White,Female,21-40,NC-Hispanic,<=50K,15-30,Preschool
State-gov,White,Male,21-40,NC-White,>50K,30-45,Assoc
Private,Black,Male,21-40,NC-White,<=50K,30-45,HS-College
Private,White,Male,21-40,NC-White,<=50K,15-30,HS-College
Private,White,Female,41-60,NC-White,<=50K,30-45,Assoc
Private,White,Female,21-40,NC-White,<=50K,30-45,Assoc
Private,White,Male,21-40,NC-White,>50K,45-60,Assoc
Self-emp-not-inc,Asian-Pac-Islander,Female,41-60,NC-Asian-Pacific,<=50K,45-60,Bach
Private,White,Male,21-40,NC-White,<=50K,15-30,Assoc
State-gov,Black,Female,21-40,NC-White,>50K,30-45,Assoc
Private,White,Female,41-60,NC-White,<=50K,30-45,HS-College
Private,Black,Female,21-40,NC-White,<=50K,15-30,HS-College
Self-emp-not-inc,White,Male,21-40,NC-White,<=50K,30-45,MiddleSchool
Self-emp-not-inc,White,Male,81-100,NC-White,<=50K,15-30,MiddleSchool
Local-gov,White,Male,0-20,NC-White,<=50K,15-30,HS-College
Private,White,Male,21-40,NC-White,<=50K,45-60,Assoc
Local-gov,White,Male,21-40,NC-White,<=50K,45-60,HS-College
Private,Asian-Pac-Islander,Male,21-40,NC-Hispanic,>50K,30-45,PostMaster
Private,White,Male,21-40,NC-White,<=50K,30-45,HS-College
Private,White,Male,21-40,NC-White,<=50K,30-45,HS-College
Local-gov,White,Female,21-40,NC-White,<=50K,30-45,Mast
Private,White,Male,21-40,NC-White,<=50K,45-60,HS-College
Private,White,Male,21-40,NC-White,<=50K,45-60,Assoc
Private,White,Female,21-40,NC-White,>50K,15-30,Bach
Private,Asian-Pac-Islander,Female,21-40,NC-Hispanic,<=50K,15-30,Bach
Self-emp-not-inc,Black,Male,21-40,NC-White,<=50K,60-75,HS-College
Private,White,Male,21-40,NC-Hispanic,<=50K,45-60,Elementary
Private,Black,Female,21-40,NC-White,<=50K,30-45,Assoc
Private,White,Female,21-40,NC-White,>50K,45-60,HS-College
Local-gov,Asian-Pac-Islander,Male,21-40,NC-Asian-Pacific,>50K,45-60,PostMaster
Private,White,Female,21-40,NC-White,<=50K,60-75,Assoc
Private,White,Male,21-40,NC-White,>50K,30-45,HS-College
Private,White,Male,21-40,NC-Non-Hisp-White,>50K,30-45,Assoc
Self-emp-not-inc,White,Male,41-60,NC-White,<=50K,30-45,MiddleSchool
Federal-gov,White,Male,41-60,NC-White,>50K,45-60,Bach
Private,White,Female,0-20,NC-White,>50K,30-45,Bach
Private,White,Female,21-40,NC-White,<=50K,15-30,MiddleSchool
Local-gov,Black,Male,41-60,NC-White,>50K,15-30,Bach
Private,White,Male,21-40,NC-White,>50K,30-45,Mast
Private,White,Male,41-60,NC-Hispanic,<=50K,30-45,Elementary
Private,White,Female,21-40,NC-White,<=50K,45-60,HS-College
Private,White,Male,41-60,NC-White,<=50K,15-30,HS-College
Local-gov,White,Female,41-60,NC-White,<=50K,30-45,Mast
Private,White,Female,0-20,NC-White,<=50K,60-75,Assoc
State-gov,White,Male,21-40,NC-White,<=50K,15-30,Assoc
Private,White,Male,21-40,NC-White,<=50K,60-75,Elementary
Private,White,Male,41-60,NC-White,<=50K,30-45,HS-College
Private,White,Female,21-40,NC-White,<=50K,15-30,Assoc
1,White,Female,21-40,NC-Hispanic,<=50K,45-60,Preschool
Private,White,Male,21-40,NC-White,<=50K,15-30,HS-College
1,White,Female,21-40,NC-Hispanic,<=50K,15-30,MiddleSchool
Local-gov,Black,Male,21-40,NC-Hispanic,<=50K,30-45,Bach
Private,White,Male,21-40,NC-White,<=50K,15-30,HS-College
Private,White,Male,21-40,NC-White,<=50K,45-60,HS-College
Private,White,Male,41-60,NC-White,<=50K,30-45,HS-College
Local-gov,White,Male,41-60,NC-White,<=50K,15-30,HS-College
Private,White,Female,21-40,NC-White,<=50K,15-30,Assoc
Private,White,Female,21-40,NC-White,<=50K,45-60,HS-College
Private,Other,Female,21-40,NC-Hispanic,<=50K,45-60,MiddleSchool
Private,Black,Male,21-40,NC-White,<=50K,15-30,HS-College
Private,White,Male,41-60,NC-White,<=50K,30-45,Assoc
Private,White,Male,41-60,NC-White,>50K,30-45,PostMaster
Local-gov,White,Male,21-40,NC-White,<=50K,45-60,Assoc
Private,White,Female,21-40,NC-White,<=50K,45-60,Assoc
Private,White,Male,21-40,NC-White,<=50K,15-30,HS-College
Private,White,Male,41-60,NC-White,<=50K,15-30,MiddleSchool
Self-emp-not-inc,White,Male,41-60,NC-White,<=50K,30-45,Bach
Private,White,Female,41-60,NC-Hispanic,<=50K,30-45,Bach
Private,White,Female,21-40,NC-White,<=50K,15-30,Bach
State-gov,White,Male,61-80,NC-White,>50K,30-45,PostMaster
Private,White,Male,21-40,NC-White,<=50K,45-60,Elementary
Private,White,Female,21-40,NC-White,<=50K,30-45,Mast
Private,White,Male,41-60,NC-White,<=50K,30-45,HS-College
1,White,Male,21-40,NC-Hispanic,<=50K,45-60,Elementary
Private,White,Female,21-40,NC-White,<=50K,45-60,Assoc
Local-gov,White,Male,61-80,NC-White,>50K,45-60,Assoc
Private,Other,Female,21-40,NC-Hispanic,<=50K,15-30,HS-College
Private,White,Male,21-40,NC-White,<=50K,30-45,HS-College
1,White,Male,21-40,NC-White,<=50K,30-45,Elementary
1,Black,Female,21-40,NC-White,<=50K,15-30,Assoc
Self-emp-not-inc,White,Male,21-40,NC-White,<=50K,15-30,Bach
Private,White,Female,21-40,NC-White,<=50K,45-60,HS-College
Private,Black,Female,0-20,NC-White,<=50K,45-60,MiddleSchool
Private,White,Male,21-40,NC-White,<=50K,15-30,HS-College
Self-emp-not-inc,White,Male,21-40,NC-White,>50K,30-45,Bach
Private,White,Male,41-60,NC-White,>50K,45-60,Bach
Private,White,Male,21-40,NC-White,<=50K,30-45,HS-College
1,White,Male,0-20,NC-White,<=50K,15-30,Assoc
Private,White,Male,41-60,NC-White,>50K,45-60,Assoc
Self-emp-not-inc,White,Male,41-60,NC-White,>50K,45-60,HS-College
Private,White,Male,41-60,NC-White,>50K,45-60,Mast
Private,White,Male,81-100,NC-Non-Hisp-White,<=50K,30-45,Elementary
Local-gov,Black,Male,21-40,NC-White,<=50K,30-45,HS-College
Private,Other,Male,21-40,NC-Hispanic,<=50K,45-60,Assoc
Private,White,Male,21-40,NC-White,>50K,30-45,HS-College
Local-gov,Black,Female,21-40,NC-White,<=50K,15-30,Bach
1,White,Female,21-40,NC-White,<=50K,15-30,MiddleSchool
Private,White,Male,41-60,NC-White,<=50K,45-60,MiddleSchool
State-gov,White,Female,21-40,NC-White,>50K,30-45,Mast
Private,White,Male,41-60,NC-White,>50K,45-60,Bach
Private,Black,Female,21-40,NC-White,<=50K,15-30,HS-College
Federal-gov,White,Female,21-40,NC-White,<=50K,30-45,Mast
State-gov,White,Male,21-40,NC-White,>50K,45-60,PostMaster
Self-emp-not-inc,White,Male,41-60,NC-White,<=50K,60-75,Assoc
Private,Black,Male,21-40,NC-White,<=50K,15-30,HS-College
1,Asian-Pac-Islander,Female,0-20,NC-Asian-Pacific,<=50K,15-30,Assoc
Private,White,Male,41-60,NC-White,<=50K,30-45,HS-College
Private,White,Male,41-60,NC-White,>50K,45-60,HS-College
Private,White,Male,21-40,NC-Hispanic,<=50K,30-45,HS-College
State-gov,White,Male,21-40,NC-Non-Hisp-White,<=50K,15-30,Mast
Private,Black,Female,21-40,NC-White,<=50K,30-45,Assoc
Private,White,Female,21-40,NC-White,<=50K,60-75,HS-College
Private,White,Male,41-60,NC-White,<=50K,45-60,HS-College
Private,White,Male,0-20,NC-White,<=50K,45-60,HS-College
Private,White,Male,41-60,NC-White,>50K,30-45,Assoc
State-gov,White,Female,21-40,NC-White,<=50K,15-30,Bach
Private,White,Male,21-40,NC-White,<=50K,45-60,HS-College
Self-emp-inc,Amer-Indian-Eskimo,Male,21-40,NC-White,<=50K,30-45,Assoc
Self-emp-inc,White,Male,21-40,NC-White,>50K,45-60,HS-College
Private,White,Male,41-60,NC-White,<=50K,30-45,HS-College
Private,White,Male,41-60,NC-White,>50K,30-45,Assoc
Local-gov,White,Male,61-80,NC-White,>50K,30-45,HS-College
1,White,Male,41-60,NC-White,<=50K,60-75,Elementary
Private,White,Male,0-20,NC-White,<=50K,15-30,MiddleSchool
Private,White,Female,21-40,NC-White,>50K,30-45,HS-College
Private,Other,Female,21-40,NC-Hispanic,<=50K,15-30,MiddleSchool
Private,White,Female,0-20,NC-White,<=50K,15-30,MiddleSchool
Private,Asian-Pac-Islander,Male,21-40,NC-White,>50K,30-45,Bach
Private,White,Male,21-40,NC-White,>50K,45-60,MiddleSchool
Private,Asian-Pac-Islander,Male,21-40,NC-Hispanic,<=50K,30-45,HS-College
Local-gov,White,Male,21-40,NC-White,>50K,30-45,Mast
Private,Asian-Pac-Islander,Male,21-40,NC-Asian-Pacific,<=50K,45-60,MiddleSchool
Self-emp-not-inc,White,Male,41-60,NC-White,>50K,45-60,HS-College
Private,Black,Male,21-40,NC-White,<=50K,45-60,HS-College
Private,White,Male,21-40,NC-White,<=50K,45-60,Mast
Private,White,Female,21-40,NC-White,<=50K,15-30,HS-College
Private,White,Male,41-60,NC-White,<=50K,30-45,Bach
Private,White,Female,21-40,NC-White,<=50K,30-45,HS-College
Private,White,Male,41-60,NC-White,<=50K,15-30,HS-College
Private,White,Male,21-40,NC-White,>50K,30-45,Bach
Private,White,Male,41-60,NC-White,<=50K,30-45,Assoc
Self-emp-inc,White,Male,21-40,NC-White,>50K,30-45,Assoc
Private,White,Male,21-40,NC-White,<=50K,15-30,HS-College
Private,White,Male,21-40,NC-White,>50K,30-45,HS-College
Private,White,Male,21-40,NC-White,<=50K,30-45,Assoc
Private,White,Female,21-40,NC-Hispanic,<=50K,30-45,Elementary
Private,Asian-Pac-Islander,Female,21-40,NC-Hispanic,<=50K,45-60,MiddleSchool
Federal-gov,White,Male,21-40,NC-White,>50K,30-45,HS-College
Private,White,Female,41-60,NC-White,>50K,45-60,PostMaster
Private,White,Male,21-40,NC-White,>50K,30-45,HS-College
Private,Black,Male,21-40,NC-White,<=50K,15-30,HS-College
Private,White,Male,41-60,NC-White,>50K,30-45,PostMaster
Private,White,Male,41-60,NC-White,>50K,45-60,Assoc
Private,White,Female,21-40,NC-White,<=50K,15-30,Assoc
Self-emp-not-inc,White,Male,21-40,NC-White,<=50K,60-75,Bach
Private,White,Male,41-60,NC-White,>50K,30-45,HS-College
Private,White,Female,21-40,NC-White,>50K,30-45,HS-College
Private,White,Female,0-20,NC-White,<=50K,15-30,Assoc
Self-emp-not-inc,White,Female,0-20,NC-White,>50K,30-45,Assoc
Private,White,Male,21-40,NC-White,<=50K,30-45,MiddleSchool
Private,White,Male,41-60,NC-White,<=50K,45-60,HS-College
Private,White,Female,21-40,NC-White,<=50K,15-30,Assoc
Self-emp-inc,White,Female,41-60,NC-White,>50K,60-75,Assoc
Private,Black,Male,21-40,NC-White,<=50K,15-30,HS-College
Private,White,Male,21-40,NC-White,<=50K,15-30,MiddleSchool
Private,White,Female,41-60,NC-White,<=50K,15-30,Bach
Private,White,Male,61-80,NC-White,<=50K,30-45,HS-College
Private,White,Female,41-60,NC-White,>50K,45-60,Bach
Self-emp-not-inc,White,Male,41-60,NC-White,<=50K,30-45,HS-College
Federal-gov,Black,Female,21-40,NC-White,<=50K,45-60,Bach
Private,White,Male,41-60,NC-White,>50K,30-45,HS-College
Private,White,Male,41-60,NC-White,<=50K,45-60,Assoc
Private,Black,Female,41-60,NC-White,<=50K,15-30,Bach
Private,Black,Male,41-60,NC-White,<=50K,30-45,Assoc
Private,White,Male,21-40,NC-Hispanic,<=50K,30-45,MiddleSchool
Self-emp-inc,White,Male,21-40,NC-White,>50K,30-45,Bach
Local-gov,White,Female,21-40,NC-White,<=50K,45-60,HS-College
Private,Amer-Indian-Eskimo,Male,21-40,NC-White,<=50K,15-30,MiddleSchool
Private,White,Male,21-40,NC-White,<=50K,30-45,Assoc
Private,White,Female,0-20,NC-White,<=50K,15-30,MiddleSchool
Private,White,Male,21-40,NC-White,<=50K,15-30,MiddleSchool
Self-emp-inc,White,Male,0-20,NC-White,<=50K,75-100,Assoc
Private,White,Female,21-40,NC-White,<=50K,30-45,Assoc
Private,Black,Male,21-40,NC-White,<=50K,15-30,Assoc
Private,White,Male,21-40,NC-White,<=50K,30-45,Assoc
Private,White,Male,21-40,NC-White,<=50K,15-30,MiddleSchool
Private,White,Male,21-40,NC-White,>50K,60-75,MiddleSchool
Private,Asian-Pac-Islander,Male,21-40,NC-Asian-Pacific,<=50K,30-45,Bach
Self-emp-not-inc,White,Male,21-40,NC-White,<=50K,30-45,HS-College
Self-emp-not-inc,White,Male,41-60,NC-White,<=50K,30-45,HS-College
Private,White,Male,21-40,NC-White,<=50K,15-30,HS-College
Private,White,Male,21-40,NC-White,>50K,30-45,HS-College
Self-emp-not-inc,White,Male,0-20,NC-White,<=50K,60-75,Bach
Private,White,Female,21-40,NC-White,<=50K,45-60,HS-College
Self-emp-not-inc,White,Male,21-40,NC-White,<=50K,45-60,Assoc
1,White,Female,21-40,NC-Hispanic,<=50K,60-75,MiddleSchool
Private,White,Female,0-20,NC-White,<=50K,15-30,MiddleSchool
Private,White,Male,21-40,NC-Hispanic,<=50K,15-30,MiddleSchool
Federal-gov,White,Male,21-40,NC-White,<=50K,45-60,Bach
Self-emp-inc,White,Male,41-60,NC-White,<=50K,30-45,Bach
Private,White,Male,21-40,NC-White,<=50K,45-60,HS-College
Private,White,Male,21-40,NC-White,<=50K,15-30,MiddleSchool
1,White,Female,21-40,NC-White,<=50K,15-30,MiddleSchool
Local-gov,White,Female,21-40,NC-White,>50K,45-60,Bach
Private,White,Male,21-40,NC-White,<=50K,30-45,HS-College
Local-gov,White,Male,41-60,NC-White,>50K,45-60,Assoc
Private,White,Male,41-60,NC-White,>50K,30-45,Assoc
Self-emp-not-inc,White,Male,41-60,NC-White,<=50K,30-45,HS-College
Private,White,Male,21-40,NC-White,<=50K,15-30,Assoc
Private,White,Female,0-20,NC-White,<=50K,15-30,Bach
1,White,Male,21-40,NC-Hispanic,<=50K,15-30,HS-College
Private,White,Female,21-40,NC-White,<=50K,45-60,HS-College
Private,White,Male,21-40,NC-Hispanic,<=50K,45-60,Preschool
Private,White,Male,41-60,NC-White,>50K,45-60,Assoc
Local-gov,White,Female,21-40,NC-White,<=50K,30-45,Mast
Private,Black,Male,41-60,NC-White,>50K,45-60,Assoc
Private,White,Male,21-40,NC-White,>50K,30-45,HS-College
Private,White,Female,21-40,NC-White,<=50K,15-30,Assoc
Self-emp-inc,White,Male,41-60,NC-White,>50K,45-60,Assoc
Private,White,Female,21-40,NC-White,>50K,30-45,HS-College
Private,White,Male,41-60,NC-White,<=50K,30-45,HS-College
Private,White,Male,41-60,NC-White,>50K,45-60,HS-College
Private,White,Female,41-60,NC-White,<=50K,30-45,Assoc
Private,White,Male,21-40,NC-White,<=50K,30-45,HS-College
Private,White,Male,21-40,NC-White,<=50K,45-60,Assoc
Private,White,Male,21-40,NC-White,<=50K,30-45,HS-College
Private,White,Male,21-40,NC-White,>50K,30-45,Assoc
Private,White,Male,21-40,NC-White,>50K,30-45,PostMaster
Private,White,Male,21-40,NC-White,<=50K,30-45,HS-College
Private,White,Female,21-40,NC-White,<=50K,15-30,Bach
Private,White,Male,21-40,NC-White,<=50K,15-30,HS-College
Private,White,Male,21-40,NC-White,<=50K,30-45,Preschool
Self-emp-not-inc,White,Male,41-60,NC-White,<=50K,45-60,HS-College
Private,White,Male,21-40,NC-Non-Hisp-White,<=50K,45-60,MiddleSchool
Private,White,Female,21-40,NC-White,<=50K,15-30,Assoc
Private,White,Male,21-40,NC-White,<=50K,45-60,MiddleSchool
Local-gov,White,Male,41-60,NC-White,>50K,60-75,Mast
Private,White,Male,41-60,NC-White,>50K,45-60,PostMaster
Private,White,Male,41-60,NC-White,<=50K,30-45,HS-College
Private,White,Male,21-40,NC-White,<=50K,30-45,HS-College
Private,White,Male,21-40,NC-Hispanic,<=50K,30-45,HS-College
Private,White,Male,21-40,NC-Hispanic,<=50K,30-45,MiddleSchool
Private,White,Male,41-60,NC-White,<=50K,30-45,PostMaster
Local-gov,White,Female,21-40,NC-White,>50K,15-30,Mast
Private,White,Male,41-60,NC-White,>50K,60-75,PostMaster
1,White,Female,21-40,NC-White,<=50K,60-75,HS-College
Private,White,Male,21-40,NC-Non-Hisp-White,>50K,45-60,Assoc
Private,White,Male,21-40,NC-White,>50K,45-60,Bach
Private,White,Male,21-40,NC-White,<=50K,30-45,Assoc
Private,White,Male,21-40,NC-White,<=50K,15-30,Assoc
Private,White,Female,21-40,NC-White,<=50K,30-45,HS-College
Private,White,Male,21-40,NC-White,<=50K,15-30,HS-College
Private,White,Male,21-40,NC-White,<=50K,15-30,Assoc
Private,White,Male,41-60,NC-White,<=50K,15-30,Assoc
Private,White,Male,21-40,NC-White,<=50K,15-30,Assoc
Self-emp-inc,White,Male,41-60,NC-Hispanic,>50K,30-45,PostMaster
1,Black,Female,0-20,NC-White,<=50K,60-75,Bach
Self-emp-not-inc,White,Male,81-100,NC-White,<=50K,45-60,Assoc
Private,White,Male,21-40,NC-White,<=50K,30-45,HS-College
Self-emp-not-inc,White,Male,21-40,NC-White,<=50K,60-75,HS-College
Private,White,Male,21-40,NC-White,<=50K,15-30,Assoc
Private,White,Female,41-60,NC-Hispanic,<=50K,15-30,Assoc
Private,White,Female,21-40,NC-White,<=50K,45-60,HS-College
Private,White,Female,21-40,NC-White,<=50K,15-30,HS-College
Private,Asian-Pac-Islander,Female,21-40,NC-Asian-Pacific,>50K,30-45,Mast
Private,Other,Female,21-40,NC-White,<=50K,45-60,MiddleSchool
Private,White,Male,21-40,NC-White,<=50K,45-60,HS-College
Private,White,Female,0-20,NC-White,<=50K,45-60,HS-College
Private,White,Female,21-40,NC-White,<=50K,30-45,MiddleSchool
Private,White,Female,21-40,NC-White,>50K,30-45,Bach
Self-emp-inc,White,Male,41-60,NC-White,>50K,30-45,Mast
Local-gov,White,Male,21-40,NC-Hispanic,<=50K,45-60,Preschool
Private,White,Male,41-60,NC-White,<=50K,30-45,Assoc
Federal-gov,White,Male,21-40,NC-White,>50K,45-60,Assoc
Private,White,Female,21-40,NC-White,>50K,45-60,Assoc
Private,Asian-Pac-Islander,Male,41-60,NC-White,<=50K,45-60,Bach
Private,Black,Male,21-40,NC-Hispanic,<=50K,30-45,Elementary
Private,White,Male,41-60,NC-White,<=50K,45-60,HS-College
Self-emp-inc,White,Male,21-40,NC-White,>50K,45-60,Mast
Private,White,Female,21-40,NC-White,<=50K,30-45,Assoc
Private,White,Male,61-80,NC-White,>50K,45-60,HS-College
Self-emp-not-inc,White,Male,41-60,NC-White,<=50K,45-60,HS-College
Private,White,Female,0-20,NC-White,<=50K,15-30,MiddleSchool
Private,Amer-Indian-Eskimo,Female,21-40,NC-White,<=50K,15-30,Assoc
Private,White,Male,41-60,NC-White,<=50K,15-30,HS-College
Federal-gov,Black,Male,21-40,NC-White,<=50K,45-60,HS-College
Self-emp-inc,White,Male,0-20,NC-White,>50K,60-75,HS-College
State-gov,Black,Male,21-40,NC-White,<=50K,45-60,HS-College
Private,White,Male,41-60,NC-White,<=50K,30-45,HS-College
Local-gov,Black,Female,21-40,NC-White,<=50K,45-60,Assoc
Private,White,Female,21-40,NC-White,>50K,30-45,Bach
Private,White,Female,41-60,NC-White,>50K,30-45,Bach
Self-emp-inc,White,Female,21-40,NC-White,>50K,45-60,PostMaster
Private,White,Male,21-40,NC-White,<=50K,30-45,Bach
Private,White,Male,21-40,NC-White,<=50K,30-45,Assoc
Private,Black,Male,41-60,NC-White,<=50K,45-60,Assoc
Self-emp-not-inc,White,Male,41-60,NC-White,>50K,45-60,HS-College
Private,White,Female,21-40,NC-White,<=50K,15-30,Assoc
Private,White,Male,41-60,NC-White,<=50K,30-45,Assoc
Federal-gov,White,Male,61-80,NC-White,<=50K,45-60,HS-College
Private,White,Male,41-60,NC-White,<=50K,45-60,Bach
Self-emp-inc,White,Male,21-40,NC-White,<=50K,60-75,HS-College
Private,White,Female,21-40,NC-White,<=50K,45-60,Bach
Local-gov,White,Male,21-40,NC-White,<=50K,15-30,Assoc
Local-gov,White,Female,21-40,NC-White,<=50K,15-30,HS-College
State-gov,Black,Male,41-60,NC-White,<=50K,30-45,Assoc
Private,Black,Female,0-20,NC-White,<=50K,30-45,HS-College
Private,White,Male,21-40,NC-White,<=50K,15-30,MiddleSchool
Private,Black,Male,41-60,NC-White,>50K,30-45,Assoc
Private,White,Female,41-60,NC-White,<=50K,45-60,HS-College
Private,White,Male,21-40,NC-Non-Hisp-White,<=50K,30-45,Assoc
Private,White,Female,41-60,NC-White,>50K,30-45,PostMaster
Self-emp-not-inc,White,Male,41-60,NC-White,<=50K,30-45,Bach
Private,White,Male,41-60,NC-White,>50K,30-45,Mast
Private,Black,Male,21-40,NC-Hispanic,<=50K,30-45,Mast
Private,White,Female,21-40,NC-White,<=50K,15-30,Bach
State-gov,White,Male,0-20,NC-White,<=50K,15-30,Assoc
Private,White,Male,21-40,NC-Hispanic,<=50K,15-30,Elementary
Private,Amer-Indian-Eskimo,Male,21-40,NC-Asian-Pacific,<=50K,45-60,Bach
Private,Black,Female,21-40,NC-White,<=50K,15-30,HS-College
Private,White,Male,41-60,NC-Non-Hisp-White,>50K,45-60,Bach
Private,White,Male,21-40,NC-White,<=50K,30-45,Assoc
Private,White,Male,21-40,NC-White,<=50K,45-60,Assoc
Self-emp-not-inc,White,Male,21-40,NC-White,<=50K,60-75,MiddleSchool
Private,White,Male,21-40,NC-White,<=50K,15-30,HS-College
Private,Black,Female,21-40,NC-White,<=50K,15-30,Bach
Private,White,Male,21-40,NC-White,<=50K,30-45,Assoc
Private,Other,Female,21-40,NC-White,<=50K,30-45,Assoc
Private,White,Male,41-60,NC-White,<=50K,30-45,Bach
Private,White,Female,21-40,NC-White,<=50K,45-60,HS-College
Self-emp-not-inc,White,Male,41-60,NC-White,>50K,45-60,PostMaster
Self-emp-not-inc,White,Male,21-40,NC-White,>50K,60-75,HS-College
Private,White,Male,21-40,NC-White,<=50K,30-45,Assoc
1,White,Female,21-40,NC-White,<=50K,15-30,MiddleSchool
Private,White,Male,41-60,NC-White,>50K,30-45,Bach
Private,White,Male,21-40,NC-White,<=50K,45-60,Bach
Private,White,Male,21-40,NC-White,<=50K,15-30,HS-College
Self-emp-not-inc,White,Male,41-60,NC-White,>50K,45-60,Mast
Private,White,Female,21-40,NC-White,<=50K,15-30,Assoc
Private,White,Male,41-60,NC-Hispanic,<=50K,30-45,PostMaster
Private,White,Male,41-60,NC-White,>50K,30-45,Mast
Private,White,Female,21-40,NC-White,<=50K,15-30,MiddleSchool
Private,White,Male,41-60,NC-White,<=50K,15-30,Assoc
Private,White,Male,41-60,NC-White,>50K,45-60,Assoc
1,White,Male,21-40,NC-White,>50K,45-60,Assoc
Private,White,Male,21-40,NC-White,<=50K,15-30,Assoc
Self-emp-inc,White,Male,41-60,NC-White,<=50K,15-30,Assoc
Self-emp-inc,White,Male,41-60,NC-White,<=50K,30-45,Bach
Private,White,Female,21-40,NC-White,<=50K,45-60,HS-College
Private,White,Male,41-60,NC-White,<=50K,30-45,Assoc
Private,White,Female,0-20,NC-White,<=50K,45-60,Bach
Private,White,Male,21-40,NC-White,<=50K,45-60,MiddleSchool
Private,Asian-Pac-Islander,Female,21-40,NC-Non-Hisp-White,<=50K,30-45,Assoc
Private,White,Male,21-40,NC-White,<=50K,30-45,Assoc
Private,White,Male,21-40,NC-White,<=50K,30-45,HS-College
Private,White,Female,21-40,NC-White,>50K,30-45,HS-College
State-gov,White,Female,21-40,NC-White,<=50K,30-45,Bach
Private,White,Male,21-40,NC-White,<=50K,45-60,HS-College
Private,White,Female,0-20,NC-Non-Hisp-White,<=50K,45-60,HS-College
Private,White,Female,21-40,NC-White,<=50K,15-30,Assoc
Private,White,Female,21-40,NC-White,<=50K,15-30,HS-College
Federal-gov,White,Male,41-60,NC-White,<=50K,30-45,Assoc
Private,White,Male,21-40,NC-White,<=50K,45-60,HS-College
Private,White,Male,41-60,NC-White,<=50K,15-30,Bach
Private,White,Male,21-40,NC-White,<=50K,15-30,HS-College
Federal-gov,Black,Male,21-40,NC-White,>50K,30-45,Assoc
Private,White,Male,0-20,NC-White,<=50K,15-30,Assoc
Private,White,Male,41-60,NC-Non-Hisp-White,>50K,30-45,Bach
Local-gov,White,Male,21-40,NC-White,>50K,30-45,Mast
Private,Asian-Pac-Islander,Male,21-40,NC-Hispanic,<=50K,30-45,HS-College
Private,White,Female,41-60,NC-White,<=50K,15-30,MiddleSchool
Self-emp-inc,White,Male,41-60,NC-Hispanic,>50K,30-45,Bach
Private,White,Male,21-40,NC-White,<=50K,45-60,HS-College
Private,White,Male,0-20,NC-White,<=50K,15-30,MiddleSchool
Private,White,Male,41-60,NC-White,<=50K,15-30,HS-College
Private,White,Male,21-40,NC-White,>50K,45-60,Assoc
Private,Black,Female,21-40,NC-White,<=50K,45-60,HS-College
Private,Other,Male,41-60,NC-Hispanic,<=50K,30-45,Bach
Private,White,Male,21-40,NC-White,<=50K,30-45,Assoc
Self-emp-not-inc,White,Male,21-40,NC-White,<=50K,45-60,HS-College
Local-gov,White,Male,21-40,NC-White,<=50K,30-45,Assoc
