workclass,race,hours-per-week,native-country,label,age-range,educationDegree
Private,White,41-60,United-States,>50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,Black,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,30-45,Bach
Self-emp-inc,White,21-40,United-States,<=50K,45-60,Assoc
Self-emp-not-inc,White,21-40,United-States,>50K,30-45,Bach
?,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,Black,41-60,United-States,>50K,30-45,Assoc
Private,White,21-40,United-States,>50K,15-30,Bach
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,41-60,Mexico,<=50K,45-60,Bach
?,Other,21-40,United-States,<=50K,60-75,Bach
Private,White,21-40,United-States,>50K,15-30,Bach
Private,White,0-20,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,0-20,United-States,<=50K,15-30,Assoc
?,Black,41-60,United-States,<=50K,60-75,Bach
Private,White,21-40,United-States,<=50K,15-30,HS-College
Federal-gov,Black,21-40,United-States,<=50K,30-45,Assoc
?,White,0-20,United-States,<=50K,60-75,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Local-gov,Black,21-40,United-States,>50K,30-45,Bach
Self-emp-not-inc,White,21-40,United-States,<=50K,30-45,Assoc
Local-gov,Black,21-40,United-States,<=50K,60-75,HS-College
Private,White,21-40,United-States,>50K,45-60,Assoc
Private,Black,21-40,United-States,<=50K,30-45,HS-College
Private,White,41-60,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Local-gov,White,21-40,United-States,>50K,45-60,Mast
Private,White,21-40,Germany,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,60-75,Assoc
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,30-45,HS-College
Local-gov,White,61-80,United-States,>50K,45-60,Mast
Private,Black,21-40,United-States,<=50K,45-60,Bach
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,Black,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,45-60,Assoc
?,Black,21-40,United-States,<=50K,30-45,HS-College
Private,Asian-Pac-Islander,21-40,Vietnam,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,Black,21-40,United-States,<=50K,15-30,HS-College
Private,Black,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
State-gov,Black,41-60,United-States,<=50K,45-60,Assoc
Private,Other,21-40,United-States,<=50K,45-60,Bach
State-gov,White,21-40,United-States,>50K,30-45,PostMaster
Private,Black,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
?,White,21-40,United-States,<=50K,60-75,HS-College
Private,White,0-20,United-States,<=50K,60-75,MiddleSchool
Private,Other,21-40,United-States,<=50K,15-30,Assoc
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,>50K,30-45,Mast
Private,Black,41-60,United-States,>50K,30-45,Bach
?,White,21-40,United-States,<=50K,15-30,Assoc
?,White,21-40,United-States,<=50K,15-30,Assoc
State-gov,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,60-75,HS-College
Self-emp-inc,White,0-20,United-States,<=50K,15-30,HS-College
Local-gov,Black,21-40,United-States,<=50K,30-45,Assoc
Local-gov,White,21-40,United-States,<=50K,45-60,Mast
State-gov,Black,21-40,United-States,<=50K,60-75,Assoc
Private,Black,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,15-30,Elementary
Federal-gov,Black,21-40,United-States,>50K,30-45,Assoc
Private,White,41-60,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,>50K,45-60,Assoc
Private,White,41-60,United-States,<=50K,15-30,Bach
Private,White,41-60,United-States,>50K,30-45,PostMaster
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,0-20,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,>50K,30-45,HS-College
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Self-emp-not-inc,White,21-40,United-States,<=50K,45-60,PostMaster
Local-gov,White,21-40,United-States,>50K,30-45,Mast
Self-emp-not-inc,Black,0-20,United-States,<=50K,45-60,MiddleSchool
Private,White,21-40,United-States,>50K,30-45,Assoc
Private,Other,21-40,Puerto-Rico,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,Other,0-20,United-States,<=50K,15-30,Assoc
Self-emp-not-inc,White,21-40,United-States,<=50K,15-30,Assoc
Local-gov,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,0-20,United-States,<=50K,15-30,Assoc
Self-emp-not-inc,White,21-40,United-States,<=50K,45-60,MiddleSchool
Private,White,41-60,United-States,<=50K,30-45,Assoc
Private,Black,21-40,United-States,>50K,45-60,HS-College
Private,White,21-40,Mexico,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,30-45,Assoc
?,White,21-40,United-States,>50K,60-75,HS-College
Private,White,21-40,United-States,<=50K,15-30,HS-College
State-gov,White,41-60,United-States,<=50K,30-45,Assoc
Private,Asian-Pac-Islander,21-40,United-States,<=50K,15-30,Assoc
?,Asian-Pac-Islander,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,30-45,Bach
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,41-60,United-States,<=50K,15-30,Assoc
Federal-gov,White,21-40,United-States,<=50K,60-75,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,Mexico,<=50K,15-30,Elementary
Private,Black,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
Self-emp-not-inc,White,21-40,United-States,<=50K,30-45,HS-College
Self-emp-not-inc,White,41-60,United-States,>50K,45-60,Assoc
Private,White,0-20,United-States,<=50K,75-100,HS-College
Private,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
Self-emp-not-inc,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,41-60,United-States,<=50K,30-45,Bach
Private,White,41-60,United-States,<=50K,45-60,Mast
Private,White,21-40,Mexico,<=50K,30-45,Elementary
Private,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,0-20,United-States,<=50K,60-75,Mast
Private,White,21-40,Germany,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,41-60,El-Salvador,<=50K,30-45,Preschool
Private,White,0-20,United-States,<=50K,60-75,HS-College
Private,Asian-Pac-Islander,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,60-75,Assoc
Private,White,0-20,United-States,<=50K,30-45,HS-College
Private,Black,21-40,United-States,<=50K,30-45,HS-College
Private,White,41-60,United-States,<=50K,15-30,Bach
Private,White,41-60,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,Black,41-60,United-States,>50K,45-60,Assoc
Federal-gov,White,21-40,United-States,>50K,60-75,Assoc
Private,White,21-40,United-States,>50K,30-45,HS-College
Private,White,21-40,Mexico,<=50K,30-45,Elementary
Local-gov,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,45-60,PostMaster
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,Black,0-20,United-States,<=50K,15-30,Assoc
Self-emp-not-inc,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,41-60,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,>50K,45-60,Assoc
Local-gov,Black,21-40,United-States,<=50K,60-75,Assoc
?,White,21-40,United-States,<=50K,15-30,Assoc
Private,Black,21-40,United-States,>50K,15-30,Assoc
Private,White,41-60,United-States,<=50K,30-45,Assoc
Private,White,41-60,United-States,>50K,30-45,Assoc
Private,Black,41-60,United-States,<=50K,30-45,Bach
Self-emp-inc,White,21-40,United-States,<=50K,45-60,MiddleSchool
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
?,White,21-40,Mexico,<=50K,15-30,HS-College
Federal-gov,Black,21-40,United-States,<=50K,15-30,MiddleSchool
Federal-gov,Black,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,60-75,Assoc
Local-gov,Black,21-40,United-States,<=50K,30-45,Assoc
Private,Other,21-40,Mexico,<=50K,15-30,MiddleSchool
Private,Amer-Indian-Eskimo,21-40,United-States,<=50K,30-45,Assoc
Local-gov,Asian-Pac-Islander,41-60,United-States,<=50K,15-30,Bach
Private,Black,41-60,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
Local-gov,Black,0-20,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,15-30,Assoc
?,Black,0-20,United-States,<=50K,15-30,HS-College
Private,White,0-20,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,45-60,MiddleSchool
Private,White,21-40,?,<=50K,15-30,HS-College
Local-gov,White,21-40,United-States,<=50K,60-75,Bach
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,30-45,Assoc
State-gov,White,41-60,United-States,>50K,30-45,Mast
Private,White,0-20,United-States,<=50K,45-60,HS-College
Private,White,41-60,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,>50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,>50K,45-60,Assoc
Private,White,21-40,United-States,>50K,60-75,Assoc
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,>50K,60-75,Assoc
Private,White,41-60,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
State-gov,Black,21-40,United-States,<=50K,15-30,Bach
State-gov,Black,21-40,United-States,<=50K,60-75,Assoc
Private,White,21-40,United-States,<=50K,45-60,Assoc
State-gov,White,21-40,United-States,<=50K,30-45,Mast
Private,Black,21-40,United-States,<=50K,30-45,Assoc
State-gov,White,21-40,United-States,<=50K,30-45,Mast
?,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,Bach
?,Black,21-40,United-States,<=50K,60-75,HS-College
Private,White,0-20,?,<=50K,60-75,Bach
Private,White,21-40,Nicaragua,<=50K,60-75,Assoc
Private,White,21-40,United-States,<=50K,60-75,Elementary
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,Asian-Pac-Islander,41-60,China,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,30-45,Assoc
?,White,41-60,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,61-80,United-States,<=50K,15-30,Assoc
Private,White,41-60,United-States,<=50K,60-75,Assoc
Private,Asian-Pac-Islander,0-20,South,<=50K,15-30,Assoc
State-gov,White,21-40,United-States,<=50K,45-60,HS-College
?,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,Asian-Pac-Islander,21-40,Thailand,<=50K,15-30,Bach
Local-gov,White,21-40,United-States,<=50K,30-45,MiddleSchool
State-gov,White,41-60,United-States,>50K,45-60,PostMaster
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,Black,21-40,United-States,<=50K,30-45,Assoc
Private,Other,21-40,El-Salvador,<=50K,30-45,Preschool
Private,White,0-20,United-States,>50K,45-60,Assoc
Private,White,21-40,United-States,>50K,45-60,MiddleSchool
Private,White,41-60,United-States,<=50K,15-30,HS-College
Local-gov,White,21-40,United-States,<=50K,30-45,Mast
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,30-45,Bach
Private,Black,21-40,United-States,<=50K,30-45,Assoc
Local-gov,Black,0-20,United-States,<=50K,30-45,Assoc
State-gov,White,41-60,United-States,>50K,30-45,Mast
Private,Black,41-60,United-States,<=50K,45-60,MiddleSchool
Local-gov,White,61-80,United-States,<=50K,45-60,Mast
Private,Black,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,>50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Local-gov,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
Federal-gov,White,61-80,?,<=50K,45-60,Bach
State-gov,White,0-20,United-States,<=50K,30-45,Mast
Private,Asian-Pac-Islander,21-40,Japan,<=50K,60-75,HS-College
Self-emp-not-inc,White,41-60,United-States,<=50K,45-60,Assoc
Private,White,41-60,United-States,<=50K,15-30,Assoc
State-gov,White,21-40,United-States,<=50K,30-45,HS-College
State-gov,Black,21-40,United-States,<=50K,15-30,HS-College
Private,White,41-60,United-States,>50K,45-60,Assoc
Private,White,21-40,Guatemala,<=50K,60-75,Preschool
Private,White,41-60,United-States,<=50K,30-45,HS-College
Self-emp-not-inc,White,21-40,United-States,<=50K,60-75,Mast
Private,White,41-60,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,Black,21-40,United-States,>50K,15-30,Assoc
Private,Asian-Pac-Islander,41-60,India,<=50K,45-60,Mast
Self-emp-not-inc,White,0-20,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,61-80,United-States,<=50K,30-45,HS-College
Private,Black,21-40,United-States,<=50K,30-45,Assoc
?,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
State-gov,White,21-40,United-States,<=50K,30-45,Bach
Private,White,41-60,United-States,>50K,30-45,Assoc
Local-gov,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,41-60,United-States,<=50K,15-30,Bach
Private,Black,21-40,United-States,<=50K,45-60,HS-College
Federal-gov,Black,21-40,United-States,<=50K,60-75,HS-College
Private,White,41-60,United-States,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,>50K,30-45,HS-College
Federal-gov,White,0-20,United-States,<=50K,75-100,Mast
Local-gov,Black,21-40,United-States,<=50K,45-60,HS-College
?,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,45-60,Assoc
Local-gov,Black,21-40,United-States,<=50K,30-45,Preschool
Private,Black,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,>50K,30-45,Mast
Private,Asian-Pac-Islander,21-40,China,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,45-60,Bach
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,60-75,Mast
Local-gov,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,15-30,Bach
?,Black,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,0-20,United-States,<=50K,15-30,Assoc
Self-emp-not-inc,White,0-20,United-States,<=50K,15-30,MiddleSchool
State-gov,Black,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,Black,41-60,United-States,<=50K,30-45,MiddleSchool
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,Asian-Pac-Islander,41-60,Laos,<=50K,15-30,Bach
Private,Black,21-40,United-States,<=50K,30-45,MiddleSchool
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,Asian-Pac-Islander,21-40,Hong,>50K,15-30,Mast
Private,Black,21-40,United-States,<=50K,30-45,Assoc
Private,Asian-Pac-Islander,21-40,South,<=50K,30-45,HS-College
Private,White,41-60,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,41-60,United-States,<=50K,15-30,HS-College
?,Black,0-20,United-States,<=50K,15-30,MiddleSchool
Private,Black,21-40,United-States,<=50K,45-60,Assoc
Private,White,41-60,United-States,<=50K,15-30,Assoc
State-gov,Asian-Pac-Islander,0-20,United-States,<=50K,15-30,Assoc
Private,Black,0-20,United-States,<=50K,30-45,Assoc
Private,White,0-20,United-States,<=50K,30-45,MiddleSchool
Private,Black,21-40,United-States,<=50K,15-30,Assoc
Private,Black,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,?,<=50K,60-75,HS-College
?,White,21-40,United-States,<=50K,15-30,Assoc
Self-emp-not-inc,Black,41-60,?,<=50K,30-45,Bach
Private,White,21-40,England,<=50K,30-45,Assoc
Private,White,41-60,United-States,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,30-45,HS-College
Federal-gov,White,21-40,United-States,<=50K,30-45,HS-College
Local-gov,White,21-40,United-States,<=50K,30-45,Bach
Private,White,21-40,France,<=50K,30-45,Mast
Private,Black,21-40,United-States,<=50K,60-75,HS-College
Private,Black,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
Federal-gov,White,21-40,England,<=50K,60-75,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
Federal-gov,White,21-40,United-States,<=50K,15-30,Bach
Private,Black,21-40,United-States,<=50K,15-30,Bach
State-gov,White,41-60,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,>50K,30-45,HS-College
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,41-60,United-States,>50K,30-45,PostMaster
Private,White,41-60,United-States,<=50K,30-45,Bach
Private,White,41-60,United-States,>50K,30-45,Mast
Private,White,21-40,United-States,<=50K,60-75,Assoc
Private,White,0-20,United-States,<=50K,15-30,Assoc
State-gov,White,21-40,United-States,<=50K,30-45,Bach
Private,White,0-20,United-States,<=50K,15-30,Assoc
?,White,21-40,United-States,<=50K,15-30,Assoc
Private,Black,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,45-60,Bach
?,White,0-20,United-States,<=50K,60-75,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,Black,41-60,United-States,>50K,30-45,Bach
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,Columbia,<=50K,30-45,MiddleSchool
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,0-20,United-States,<=50K,15-30,HS-College
Local-gov,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,41-60,England,<=50K,30-45,Mast
Private,Amer-Indian-Eskimo,21-40,United-States,<=50K,15-30,Assoc
?,White,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,White,0-20,United-States,<=50K,45-60,Assoc
Local-gov,White,21-40,United-States,<=50K,45-60,Assoc
?,Black,21-40,United-States,<=50K,45-60,MiddleSchool
?,White,21-40,Scotland,>50K,60-75,HS-College
Private,White,41-60,United-States,<=50K,45-60,Bach
Private,Asian-Pac-Islander,21-40,Philippines,>50K,45-60,Bach
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,Black,41-60,United-States,>50K,15-30,Bach
Private,White,41-60,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,41-60,United-States,<=50K,15-30,Assoc
Private,White,41-60,United-States,<=50K,15-30,Bach
?,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Self-emp-not-inc,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,45-60,MiddleSchool
Private,White,41-60,United-States,<=50K,30-45,Assoc
?,White,21-40,United-States,<=50K,15-30,HS-College
?,Black,21-40,United-States,<=50K,30-45,HS-College
Private,White,0-20,United-States,<=50K,15-30,Assoc
Local-gov,Black,21-40,United-States,<=50K,45-60,HS-College
Private,Black,21-40,United-States,<=50K,45-60,MiddleSchool
Private,White,21-40,United-States,<=50K,30-45,HS-College
?,White,0-20,United-States,<=50K,60-75,HS-College
?,White,41-60,United-States,<=50K,60-75,Bach
Private,White,0-20,United-States,<=50K,15-30,HS-College
Local-gov,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,41-60,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,45-60,MiddleSchool
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,45-60,MiddleSchool
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,Amer-Indian-Eskimo,21-40,United-States,<=50K,15-30,Assoc
Local-gov,White,21-40,Cuba,<=50K,15-30,HS-College
Private,Black,21-40,United-States,<=50K,30-45,HS-College
Self-emp-not-inc,White,21-40,United-States,<=50K,45-60,Bach
State-gov,White,0-20,United-States,<=50K,15-30,Bach
Private,White,41-60,United-States,>50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,30-45,HS-College
?,Amer-Indian-Eskimo,0-20,United-States,<=50K,45-60,MiddleSchool
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,Asian-Pac-Islander,21-40,Philippines,<=50K,30-45,Bach
Private,White,21-40,England,<=50K,15-30,Bach
Private,White,41-60,United-States,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,41-60,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,Black,21-40,United-States,<=50K,15-30,HS-College
Private,Black,21-40,United-States,<=50K,15-30,Assoc
Private,Black,0-20,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,30-45,MiddleSchool
Private,White,21-40,United-States,<=50K,30-45,MiddleSchool
State-gov,White,21-40,United-States,<=50K,30-45,Mast
?,Black,21-40,United-States,<=50K,60-75,Elementary
State-gov,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,45-60,Elementary
Private,Black,21-40,United-States,<=50K,30-45,Assoc
Local-gov,White,61-80,United-States,<=50K,60-75,Mast
Private,White,0-20,United-States,<=50K,30-45,Bach
?,Black,21-40,United-States,<=50K,15-30,MiddleSchool
Private,White,41-60,United-States,<=50K,45-60,HS-College
Private,White,41-60,United-States,>50K,30-45,Assoc
Private,White,0-20,United-States,<=50K,60-75,Assoc
Private,White,21-40,Mexico,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,45-60,Bach
Private,White,41-60,United-States,<=50K,15-30,Bach
Private,White,0-20,United-States,<=50K,15-30,Bach
Private,Black,0-20,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,Honduras,<=50K,15-30,MiddleSchool
Private,Black,21-40,United-States,>50K,30-45,Mast
Self-emp-not-inc,White,21-40,United-States,<=50K,45-60,Mast
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,PostMaster
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,0-20,United-States,<=50K,15-30,Bach
Private,Black,21-40,United-States,<=50K,30-45,MiddleSchool
Private,White,21-40,United-States,<=50K,15-30,Mast
Private,White,41-60,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,45-60,MiddleSchool
Self-emp-not-inc,White,0-20,United-States,<=50K,60-75,HS-College
Private,Asian-Pac-Islander,41-60,South,<=50K,30-45,HS-College
State-gov,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,Asian-Pac-Islander,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,>50K,30-45,Assoc
Self-emp-not-inc,White,21-40,United-States,<=50K,30-45,Assoc
?,Asian-Pac-Islander,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,Asian-Pac-Islander,61-80,United-States,<=50K,60-75,Elementary
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,Mast
Private,White,0-20,United-States,<=50K,15-30,Assoc
Self-emp-not-inc,Black,21-40,United-States,<=50K,30-45,HS-College
Local-gov,White,21-40,United-States,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,>50K,30-45,Bach
Private,White,0-20,United-States,<=50K,15-30,Assoc
Local-gov,Asian-Pac-Islander,0-20,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,HS-College
Federal-gov,White,21-40,United-States,<=50K,45-60,Bach
Private,White,21-40,United-States,<=50K,15-30,Bach
Federal-gov,White,21-40,Germany,>50K,45-60,PostMaster
Private,Black,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,41-60,United-States,<=50K,30-45,MiddleSchool
Self-emp-not-inc,White,21-40,United-States,<=50K,60-75,Assoc
Private,Black,21-40,United-States,<=50K,15-30,HS-College
Private,Asian-Pac-Islander,21-40,Thailand,<=50K,45-60,Mast
Private,Black,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,Mexico,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,Black,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,60-75,Elementary
State-gov,White,21-40,United-States,<=50K,30-45,Bach
Private,White,0-20,India,<=50K,15-30,MiddleSchool
