armed,gender,race,signs_of_mental_illness,threat_level,flee,age_range
gun and vehicle,M,White,False,attack,Car,21-30
gun,M,Black,False,other,Other,21-30
gun,M,Black,False,attack,Foot,21-30
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,Black,False,other,Not fleeing,0-20
hatchet,M,White,False,other,Not fleeing,41-60
toy weapon,M,White,True,attack,Not fleeing,41-60
unarmed,M,Hispanic,False,other,Car,31-40
gun,M,Hispanic,False,attack,Not fleeing,21-30
gun,M,White,False,other,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,41-60
unarmed,M,Hispanic,False,other,Car,0-20
gun,M,Hispanic,False,other,Foot,21-30
knife,M,Black,False,attack,Foot,31-40
gun,M,White,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,White,False,other,Not fleeing,41-60
gun,M,White,False,attack,Car,41-60
toy weapon,M,Hispanic,False,other,Foot,0-20
vehicle,M,Black,False,other,Car,0-20
gun,M,Black,False,attack,Foot,21-30
unarmed,M,White,True,undetermined,Car,41-60
vehicle,M,Black,False,other,Car,31-40
vehicle,F,White,False,other,Car,31-40
gun,M,White,True,other,Foot,41-60
knife,M,White,False,other,Foot,31-40
gun,M,Black,False,other,Foot,31-40
gun,M,White,True,attack,Not fleeing,60-100
unarmed,M,White,True,undetermined,Not fleeing,31-40
ax,M,White,False,attack,Not fleeing,41-60
vehicle,M,White,False,other,Car,31-40
gun,M,White,False,attack,Foot,21-30
unarmed,M,Hispanic,True,other,Car,31-40
unarmed,M,Black,False,undetermined,Foot,21-30
unarmed,M,White,False,undetermined,Foot,21-30
knife,M,Black,False,other,Other,41-60
unknown,M,Native,False,undetermined,Other,31-40
gun,M,Hispanic,False,attack,Foot,21-30
knife,M,White,True,attack,Not fleeing,41-60
unarmed,F,White,False,other,Not fleeing,21-30
unarmed,M,Hispanic,False,other,Car,21-30
gun,M,White,False,attack,Not fleeing,60-100
vehicle,M,Native,False,attack,Car,21-30
gun,M,Hispanic,False,attack,Foot,21-30
unarmed,F,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
unarmed,M,Black,False,other,Car,41-60
toy weapon,M,White,False,attack,Not fleeing,41-60
unknown,M,Black,False,other,Car,21-30
gun,M,White,False,attack,Car,31-40
knife,M,White,False,other,Other,41-60
vehicle,M,Other,False,attack,Car,41-60
gun,M,Hispanic,True,attack,Car,21-30
gun,M,White,False,attack,Foot,41-60
unknown,M,White,False,attack,Not fleeing,41-60
vehicle,M,Hispanic,False,attack,Car,41-60
knife,M,White,True,attack,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,60-100
knife,M,Black,False,attack,Not fleeing,41-60
gun,M,White,False,other,Not fleeing,0-20
vehicle,M,Hispanic,False,attack,Car,31-40
gun,M,White,False,attack,Not fleeing,60-100
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Foot,31-40
gun,M,White,False,attack,Other,21-30
gun,M,Black,True,attack,Not fleeing,41-60
gun,M,White,False,attack,Car,21-30
box cutter,M,Black,False,attack,Not fleeing,31-40
knife,M,Hispanic,False,attack,Not fleeing,31-40
knife,M,White,True,attack,Not fleeing,41-60
unarmed,M,White,False,undetermined,Not fleeing,31-40
unknown,M,White,False,undetermined,Other,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
unarmed,M,White,False,other,Not fleeing,21-30
gun,M,Black,False,other,Not fleeing,21-30
knife,M,White,True,attack,Not fleeing,41-60
gun,M,Hispanic,False,other,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,21-30
knife,M,White,True,attack,Not fleeing,41-60
gun,M,Black,True,attack,Not fleeing,31-40
unarmed,M,White,True,other,Not fleeing,31-40
gun,M,Black,False,attack,Car,21-30
gun,M,Asian,False,attack,Foot,31-40
knife,M,Black,False,other,Not fleeing,41-60
gun,M,Black,False,attack,Car,21-30
gun,M,Black,False,attack,Car,0-20
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
knife,M,Hispanic,False,other,Not fleeing,41-60
knife,M,White,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Car,31-40
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,Black,False,other,Car,0-20
gun,M,Asian,False,attack,Not fleeing,31-40
gun,M,Hispanic,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,31-40
unarmed,M,Asian,False,attack,Not fleeing,21-30
gun,M,Black,True,attack,Not fleeing,31-40
knife,M,Asian,False,attack,Not fleeing,0-20
machete,M,Black,False,other,Not fleeing,21-30
gun,M,Black,True,attack,Car,31-40
vehicle,M,White,False,attack,Car,21-30
vehicle,M,Black,False,attack,Car,31-40
gun,M,Other,False,attack,Car,31-40
gun,M,White,False,attack,Not fleeing,21-30
vehicle,M,Black,False,attack,Car,21-30
knife,M,Hispanic,False,other,Car,31-40
gun,M,White,False,attack,Car,21-30
gun,M,White,True,attack,Not fleeing,21-30
gun,M,White,False,other,Foot,21-30
gun,M,White,False,attack,Not fleeing,41-60
unknown,M,White,False,undetermined,Car,41-60
knife,M,White,True,other,Other,31-40
gun,M,White,False,other,Not fleeing,41-60
vehicle,F,White,False,attack,Car,21-30
gun,M,White,False,other,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,21-30
gun,M,Hispanic,False,other,Foot,31-40
gun,F,Hispanic,False,other,Other,21-30
unarmed,M,Asian,False,other,Foot,41-60
unarmed,M,Hispanic,False,other,Not fleeing,21-30
sword,M,White,True,other,Not fleeing,31-40
unarmed,M,White,False,attack,Not fleeing,41-60
unknown,F,White,False,other,Other,31-40
gun,M,Black,False,attack,Foot,31-40
gun,M,White,True,attack,Other,60-100
gun,M,Hispanic,False,attack,Not fleeing,21-30
gun,M,Hispanic,False,attack,Car,0-20
machete,M,Black,False,other,Not fleeing,21-30
unarmed,F,Hispanic,False,other,Car,21-30
unknown,M,White,True,undetermined,Other,31-40
knife,M,White,False,other,Not fleeing,41-60
gun,M,Black,False,other,Not fleeing,31-40
gun,M,Black,False,attack,Foot,21-30
gun,M,White,False,other,Not fleeing,41-60
gun,M,Hispanic,False,other,Not fleeing,31-40
gun,M,White,False,attack,Foot,21-30
toy weapon,M,White,True,attack,Other,31-40
knife,F,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,41-60
knife,M,White,False,undetermined,Not fleeing,41-60
gun,M,Black,True,attack,Not fleeing,31-40
gun,M,Native,False,attack,Foot,31-40
gun,M,White,False,attack,Not fleeing,41-60
unknown,M,Asian,True,attack,Not fleeing,31-40
gun,M,Hispanic,False,attack,Car,41-60
knife,M,White,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,41-60
vehicle,F,Black,False,other,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,31-40
vehicle,M,Black,False,attack,Car,41-60
knife,M,Hispanic,False,attack,Not fleeing,21-30
gun,F,Black,True,attack,Not fleeing,41-60
unarmed,M,Hispanic,False,other,Other,31-40
knife,M,Native,False,attack,Not fleeing,21-30
knife,M,Hispanic,True,other,Not fleeing,31-40
gun,M,White,True,other,Car,31-40
gun,M,White,True,attack,Car,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Hispanic,False,other,Other,31-40
sharp object,M,White,False,other,Not fleeing,31-40
gun,M,Black,False,undetermined,Foot,21-30
gun,M,Hispanic,False,attack,Car,21-30
knife,M,Hispanic,True,other,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,60-100
knife,M,Black,True,attack,Not fleeing,21-30
gun,M,Hispanic,False,attack,Not fleeing,31-40
toy weapon,F,White,False,attack,Not fleeing,21-30
gun,M,Black,False,undetermined,Car,0-20
gun,M,White,True,other,Not fleeing,41-60
knife,M,Black,False,other,Not fleeing,21-30
unarmed,M,Black,False,other,Not fleeing,41-60
gun,M,White,False,other,Car,41-60
gun,M,Black,True,other,Not fleeing,21-30
gun,M,Hispanic,True,other,Other,21-30
gun,M,White,True,other,Foot,31-40
gun,M,Black,False,attack,Not fleeing,0-20
vehicle,M,White,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Hispanic,False,attack,Car,41-60
knife,M,White,False,other,Not fleeing,41-60
vehicle,M,Black,False,attack,Not fleeing,31-40
vehicle,M,Black,False,attack,Car,31-40
sword,M,Black,False,other,Not fleeing,31-40
gun,M,Hispanic,False,other,Car,41-60
gun,M,Black,False,attack,Other,21-30
unarmed,M,White,False,attack,Not fleeing,21-30
gun,M,Black,False,attack,Foot,31-40
vehicle,F,White,True,other,Car,31-40
knife,M,Hispanic,False,attack,Not fleeing,21-30
gun,M,Black,False,other,Foot,31-40
gun,M,Native,False,other,Car,21-30
gun,F,White,False,attack,Not fleeing,21-30
gun,M,Black,False,attack,Other,0-20
BB gun,M,Black,True,other,Foot,31-40
unarmed,M,White,True,attack,Not fleeing,41-60
gun,M,White,False,other,Not fleeing,41-60
gun,M,Hispanic,False,attack,Not fleeing,41-60
gun,M,Hispanic,False,attack,Not fleeing,41-60
gun,M,White,False,other,Car,31-40
unarmed,M,White,True,other,Not fleeing,31-40
gun,M,Hispanic,False,other,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,21-30
unarmed,M,Black,True,attack,Foot,31-40
knife,M,White,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Car,31-40
gun,M,White,False,attack,Foot,21-30
gun,M,White,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Car,21-30
gun,M,Hispanic,False,other,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,other,Not fleeing,41-60
gun,M,Black,False,attack,Foot,31-40
unarmed,M,Black,False,attack,Foot,31-40
gun,M,White,True,attack,Car,31-40
vehicle,F,Hispanic,False,other,Car,21-30
gun,M,Black,False,attack,Not fleeing,21-30
wrench,M,Hispanic,True,attack,Not fleeing,31-40
knife,M,Asian,False,attack,Not fleeing,41-60
gun,M,White,False,other,Foot,21-30
knife,M,Black,False,other,Not fleeing,31-40
knife,M,Native,False,other,Foot,31-40
gun,M,White,False,undetermined,Foot,41-60
gun,M,White,False,attack,Not fleeing,31-40
walking stick,M,Native,True,other,Foot,41-60
knife,M,White,True,other,Not fleeing,31-40
vehicle,M,White,False,attack,Car,21-30
sword,M,White,True,other,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,31-40
knife,M,White,True,attack,Foot,41-60
gun,M,Native,False,attack,Foot,41-60
gun,M,White,False,attack,Not fleeing,31-40
gun,M,Hispanic,False,attack,Foot,41-60
knife,M,White,False,attack,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,60-100
vehicle,M,Hispanic,False,attack,Foot,0-20
gun,M,Hispanic,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Foot,41-60
gun,M,Hispanic,False,attack,Other,31-40
gun,M,White,False,attack,Not fleeing,41-60
unknown,M,White,False,attack,Car,21-30
knife,M,White,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Other,41-60
rock,M,Black,True,attack,Not fleeing,21-30
gun,M,Hispanic,True,other,Not fleeing,41-60
gun,M,Hispanic,True,other,Not fleeing,41-60
knife,M,White,False,attack,Not fleeing,41-60
toy weapon,M,Hispanic,False,attack,Foot,21-30
gun,M,White,False,attack,Foot,21-30
hammer,F,Asian,False,other,Not fleeing,41-60
unarmed,M,Black,False,attack,Foot,0-20
gun,M,Hispanic,False,attack,Foot,31-40
knife,F,White,False,other,Not fleeing,41-60
knife,M,Hispanic,False,other,Not fleeing,41-60
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Foot,21-30
unarmed,M,White,False,attack,Other,41-60
gun,M,Hispanic,False,other,Car,31-40
gun,M,White,False,attack,Foot,31-40
unarmed,M,White,True,other,Foot,21-30
baseball bat,M,Asian,False,attack,Not fleeing,31-40
knife,M,White,False,attack,Not fleeing,31-40
knife,M,Hispanic,False,other,Not fleeing,60-100
gun,M,Hispanic,False,other,Not fleeing,31-40
gun,M,Hispanic,False,other,Not fleeing,31-40
gun,M,White,False,other,Not fleeing,41-60
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,Hispanic,False,attack,Not fleeing,41-60
knife,M,Black,True,attack,Not fleeing,31-40
gun,M,Hispanic,False,attack,Not fleeing,21-30
gun,M,Black,True,attack,Foot,21-30
gun,M,Black,False,attack,Foot,21-30
gun,M,Black,False,attack,Foot,31-40
gun,M,White,False,attack,Not fleeing,31-40
gun,M,Hispanic,False,attack,Not fleeing,21-30
knife,M,Black,False,attack,Not fleeing,31-40
Taser,F,Black,False,attack,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,41-60
gun,M,White,True,other,Not fleeing,41-60
knife,M,Hispanic,False,attack,Other,41-60
gun,M,Black,True,attack,Not fleeing,31-40
vehicle,M,Black,False,attack,Car,31-40
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,F,White,True,attack,Not fleeing,41-60
knife,M,Hispanic,False,other,Not fleeing,31-40
gun,M,Black,False,attack,Other,41-60
gun,M,Black,False,attack,Not fleeing,31-40
unknown,M,Native,False,undetermined,Other,21-30
knife,M,Hispanic,True,attack,Not fleeing,21-30
gun,M,Hispanic,False,attack,Foot,0-20
unknown,M,Hispanic,False,attack,Not fleeing,41-60
gun,F,White,False,attack,Not fleeing,41-60
gun,M,Other,False,attack,Not fleeing,41-60
gun,F,White,False,attack,Car,31-40
knife,M,Hispanic,False,attack,Not fleeing,41-60
knife,M,Black,False,attack,Not fleeing,21-30
hammer,M,Hispanic,False,other,Other,21-30
gun,M,White,False,attack,Not fleeing,21-30
gun,M,White,False,other,Car,31-40
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Black,True,attack,Not fleeing,21-30
unarmed,M,White,False,other,Not fleeing,41-60
gun,M,White,True,attack,Car,21-30
gun,M,White,True,attack,Not fleeing,41-60
gun,M,White,False,attack,Car,41-60
gun,M,Hispanic,False,other,Not fleeing,31-40
unknown,M,Other,False,other,Other,41-60
gun,M,Black,False,attack,Foot,31-40
gun,M,White,True,attack,Foot,41-60
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,Black,False,other,Not fleeing,21-30
gun,M,White,True,attack,Not fleeing,60-100
gun,F,Black,True,attack,Not fleeing,31-40
gun,M,Hispanic,False,attack,Foot,21-30
gun,M,White,True,other,Not fleeing,41-60
vehicle,M,White,False,attack,Car,31-40
unarmed,M,Asian,True,other,Not fleeing,21-30
unarmed,M,Native,True,undetermined,Not fleeing,31-40
gun,M,White,False,other,Not fleeing,21-30
knife,M,Black,False,attack,Not fleeing,31-40
crowbar,M,Black,True,attack,Not fleeing,21-30
gun,M,White,True,attack,Not fleeing,41-60
gun,M,White,True,attack,Car,21-30
gun,M,Black,False,attack,Other,41-60
unarmed,M,Black,False,other,Car,41-60
knife,M,White,False,other,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Hispanic,False,other,Not fleeing,21-30
gun,M,White,True,other,Not fleeing,31-40
knife,M,White,True,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,31-40
unarmed,M,Black,False,other,Car,31-40
sharp object,M,Hispanic,False,other,Not fleeing,41-60
gun,M,Black,False,other,Not fleeing,21-30
gun,M,White,True,attack,Other,60-100
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Foot,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,other,Not fleeing,41-60
gun,M,Black,False,other,Not fleeing,31-40
ax,F,Hispanic,True,attack,Not fleeing,31-40
gun,M,Black,False,other,Foot,21-30
knife,M,White,False,other,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Hispanic,False,attack,Car,31-40
vehicle,M,White,False,attack,Not fleeing,31-40
gun,M,Black,False,other,Not fleeing,21-30
gun,M,Black,True,other,Car,0-20
knife,M,Black,False,attack,Not fleeing,21-30
barstool,M,Hispanic,True,attack,Not fleeing,41-60
unknown,M,White,False,other,Not fleeing,60-100
vehicle,M,Black,False,attack,Foot,21-30
unarmed,M,Hispanic,False,other,Car,31-40
vehicle,M,Black,False,attack,Car,0-20
vehicle,M,Black,False,attack,Car,21-30
gun,M,White,True,other,Not fleeing,41-60
knife,M,Black,True,attack,Other,21-30
unknown,M,Black,False,other,Other,0-20
gun,M,Black,False,attack,Car,21-30
knife,M,Hispanic,False,other,Not fleeing,31-40
knife,M,Black,False,attack,Not fleeing,41-60
gun,M,Hispanic,False,attack,Other,31-40
gun,M,White,False,attack,Not fleeing,41-60
vehicle,M,Hispanic,False,attack,Car,21-30
gun,M,Hispanic,False,attack,Car,31-40
gun,M,White,True,attack,Foot,21-30
knife,M,Hispanic,False,other,Not fleeing,0-20
toy weapon,M,Black,False,attack,Not fleeing,60-100
gun,M,Hispanic,False,attack,Foot,31-40
gun,M,White,False,other,Car,31-40
gun,M,Hispanic,False,attack,Other,21-30
gun,M,White,False,other,Other,41-60
knife,M,White,True,attack,Foot,21-30
gun,M,Black,False,attack,Car,0-20
gun,M,Black,False,attack,Not fleeing,60-100
knife,M,White,False,attack,Not fleeing,31-40
knife,M,Hispanic,True,other,Not fleeing,31-40
knife,M,White,False,other,Not fleeing,41-60
sword,M,White,False,attack,Not fleeing,41-60
sharp object,M,Black,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,41-60
unknown,M,Black,False,undetermined,Other,41-60
gun,M,White,False,other,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,31-40
unarmed,M,Hispanic,False,other,Not fleeing,0-20
vehicle,M,White,False,attack,Car,41-60
gun,M,Hispanic,False,attack,Not fleeing,41-60
gun,M,Black,False,other,Car,31-40
gun,M,White,False,attack,Not fleeing,60-100
gun,M,White,False,attack,Not fleeing,0-20
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Other,60-100
gun,M,White,False,attack,Not fleeing,60-100
gun,M,Hispanic,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Car,41-60
knife,M,Asian,True,attack,Not fleeing,21-30
knife,M,Black,False,other,Not fleeing,60-100
ax,M,White,True,attack,Other,41-60
gun,M,Other,False,other,Foot,21-30
gun,M,Black,False,attack,Car,31-40
hammer,M,White,False,other,Not fleeing,41-60
screwdriver,M,Native,True,other,Not fleeing,31-40
knife,M,White,True,other,Not fleeing,21-30
toy weapon,F,Hispanic,False,attack,Not fleeing,31-40
unarmed,M,Asian,False,other,Not fleeing,41-60
gun,M,Hispanic,False,attack,Foot,31-40
piece of wood,M,Hispanic,False,attack,Not fleeing,41-60
scissors,M,Hispanic,False,other,Foot,31-40
gun,M,White,False,attack,Not fleeing,41-60
toy weapon,F,White,True,attack,Not fleeing,0-20
unarmed,M,White,False,attack,Not fleeing,21-30
knife,M,Hispanic,False,other,Not fleeing,31-40
gun,M,Black,False,attack,Other,41-60
knife,M,White,True,attack,Not fleeing,60-100
gun,M,Black,False,attack,Car,21-30
gun,M,White,False,other,Not fleeing,41-60
gun,M,White,True,attack,Not fleeing,21-30
unknown,M,Hispanic,False,undetermined,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,White,False,attack,Other,21-30
knife,M,Black,False,attack,Foot,31-40
gun,M,White,False,attack,Not fleeing,60-100
knife,M,Hispanic,False,attack,Not fleeing,31-40
knife,M,White,True,attack,Not fleeing,31-40
gun,M,White,False,other,Not fleeing,60-100
unarmed,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,41-60
knife,M,Black,False,other,Foot,41-60
gun,M,Black,False,attack,Car,21-30
gun,M,Black,False,attack,Foot,21-30
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,41-60
toy weapon,M,White,True,other,Not fleeing,41-60
knife,M,Hispanic,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Car,31-40
gun,F,White,False,attack,Car,41-60
toy weapon,M,Black,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Car,31-40
gun,M,Black,False,attack,Foot,31-40
knife,M,Hispanic,False,attack,Not fleeing,41-60
gun,M,Black,False,other,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,0-20
garden tool,M,Hispanic,False,other,Other,41-60
gun,M,White,True,attack,Not fleeing,31-40
knife,F,Hispanic,True,other,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,21-30
gun,M,Black,False,attack,Other,31-40
gun,M,White,True,attack,Not fleeing,41-60
scissors,M,White,True,other,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,Hispanic,False,other,Car,31-40
unarmed,M,Black,False,undetermined,Other,31-40
gun,M,Hispanic,False,attack,Car,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,True,other,Not fleeing,41-60
gun,M,Hispanic,False,attack,Not fleeing,60-100
ax,M,White,False,attack,Other,31-40
unknown,M,White,False,other,Other,31-40
gun,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Car,21-30
knife,M,Asian,True,other,Not fleeing,41-60
gun,M,Black,False,attack,Foot,21-30
unarmed,F,White,False,other,Not fleeing,31-40
gun,M,White,False,attack,Other,31-40
knife,M,White,True,other,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,Black,False,other,Foot,0-20
gun,M,Hispanic,False,attack,Car,31-40
gun,M,White,False,attack,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,21-30
gun,M,White,True,attack,Not fleeing,60-100
gun,M,Hispanic,False,attack,Not fleeing,21-30
knife,M,Black,False,attack,Foot,41-60
vehicle,M,Hispanic,False,other,Car,0-20
gun,M,White,True,undetermined,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Car,41-60
gun,M,White,True,other,Foot,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,0-20
gun,M,Black,False,attack,Foot,21-30
machete,M,Hispanic,False,attack,Not fleeing,41-60
gun and vehicle,M,Hispanic,False,attack,Foot,31-40
gun,M,White,False,attack,Car,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,31-40
unarmed,M,White,False,attack,Not fleeing,31-40
gun,M,Black,True,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,41-60
vehicle,M,White,False,attack,Car,21-30
knife,M,Hispanic,False,attack,Not fleeing,21-30
gun,M,Black,False,undetermined,Not fleeing,21-30
gun,M,Black,False,attack,Car,31-40
gun,M,White,False,attack,Not fleeing,60-100
gun,M,Black,False,attack,Car,21-30
gun,M,Hispanic,False,attack,Foot,31-40
gun,M,Hispanic,False,attack,Foot,31-40
gun,M,Black,False,attack,Foot,0-20
unknown,M,White,False,undetermined,Not fleeing,21-30
unknown,M,Hispanic,False,undetermined,Other,41-60
toy weapon,M,White,False,attack,Not fleeing,41-60
Taser,M,Black,False,attack,Foot,21-30
unarmed,M,White,False,attack,Not fleeing,31-40
unarmed,M,White,False,other,Not fleeing,31-40
knife,M,White,False,other,Not fleeing,31-40
shovel,M,Hispanic,True,attack,Not fleeing,41-60
unarmed,M,Black,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Other,31-40
gun,M,Black,True,attack,Car,41-60
knife,M,Black,True,other,Other,60-100
gun and car,M,Black,False,attack,Car,31-40
knife,M,White,False,other,Not fleeing,21-30
gun and vehicle,M,Hispanic,False,attack,Other,41-60
gun,M,Black,False,other,Foot,21-30
gun,M,White,True,attack,Car,31-40
gun,M,Hispanic,False,attack,Not fleeing,31-40
vehicle,M,White,False,attack,Car,41-60
gun,M,White,False,attack,Not fleeing,41-60
grenade,M,White,True,attack,Not fleeing,31-40
knife,M,White,False,other,Not fleeing,0-20
gun,M,White,False,attack,Car,31-40
vehicle,M,Hispanic,False,other,Car,31-40
vehicle,M,White,True,other,Car,41-60
knife,M,White,False,attack,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,21-30
unarmed,M,White,False,attack,Not fleeing,41-60
gun,M,Black,False,other,Foot,41-60
knife,M,Hispanic,True,other,Car,31-40
toy weapon,M,Black,False,undetermined,Foot,21-30
gun,M,Black,False,attack,Other,21-30
gun,M,White,False,attack,Foot,41-60
gun and knife,M,Hispanic,False,attack,Not fleeing,41-60
knife,M,Black,True,other,Not fleeing,21-30
gun,M,White,False,attack,Foot,21-30
gun,M,Black,False,other,Car,0-20
gun,M,Black,False,attack,Foot,31-40
unknown,M,White,False,attack,Other,21-30
piece of wood,M,Hispanic,False,attack,Not fleeing,31-40
gun,M,White,False,attack,Not fleeing,60-100
toy weapon,M,Black,True,attack,Not fleeing,31-40
unarmed,M,Black,False,undetermined,Not fleeing,41-60
gun,M,Hispanic,True,attack,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,60-100
knife,M,White,True,attack,Not fleeing,21-30
knife,M,Black,False,attack,Not fleeing,31-40
gun,M,Black,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Foot,31-40
gun,M,White,False,attack,Foot,31-40
hatchet,F,White,True,attack,Not fleeing,41-60
samurai sword,M,White,True,attack,Not fleeing,31-40
gun,M,Black,False,attack,Foot,31-40
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,Black,False,attack,Not fleeing,31-40
knife,M,Black,False,attack,Not fleeing,41-60
pellet gun,M,Black,False,attack,Not fleeing,0-20
gun,M,White,True,attack,Not fleeing,21-30
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,21-30
knife,M,Native,True,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,60-100
gun,M,Hispanic,False,other,Other,60-100
gun,M,White,False,attack,Foot,21-30
gun,M,White,False,attack,Car,60-100
gun,M,White,False,attack,Not fleeing,60-100
gun,M,White,True,attack,Not fleeing,31-40
knife,M,Black,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Other,21-30
knife,M,Black,False,attack,Foot,31-40
toy weapon,M,White,True,attack,Not fleeing,21-30
gun,M,Black,False,attack,Not fleeing,21-30
vehicle,F,White,False,attack,Car,31-40
unarmed,M,White,False,attack,Foot,31-40
gun and car,M,White,False,attack,Car,31-40
knife,M,Hispanic,False,other,Foot,31-40
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Not fleeing,60-100
BB gun and vehicle,M,White,False,attack,Foot,31-40
gun,M,White,False,attack,Car,31-40
gun,M,Black,False,attack,Not fleeing,21-30
wasp spray,M,White,True,attack,Not fleeing,31-40
air pistol,M,White,False,attack,Not fleeing,31-40
knife,M,Hispanic,True,other,Not fleeing,31-40
gun,M,Black,False,other,Not fleeing,41-60
knife,M,White,False,other,Not fleeing,31-40
gun,M,White,True,attack,Not fleeing,41-60
baton,M,Black,False,attack,Not fleeing,31-40
vehicle,M,White,False,attack,Not fleeing,41-60
vehicle,M,White,False,attack,Car,21-30
gun,M,Black,False,attack,Other,31-40
vehicle,M,White,False,other,Car,41-60
gun,M,White,False,attack,Not fleeing,41-60
gun,M,White,False,attack,Other,0-20
unarmed,F,Black,False,other,Not fleeing,21-30
